,y1,y2
538,530.467,464.425
539,475.128,350.124
540,467.531,470.444
541,439.278,401.597
542,385.948,340.714
543,595.483,556.571
544,357.884,372.645
545,452.364,577.811
546,542.228,513.2090000000001
547,454.07,378.28
548,452.11,361.945
549,459.04200000000003,418.943
550,459.068,465.726
551,351.674,358.096
552,376.747,474.144
553,396.714,446.335
554,378.889,468.103
555,382.153,396.304
556,423.245,503.805
557,449.591,419.64
558,443.904,473.805
559,494.005,401.496
560,437.567,398.356
561,359.631,452.853
562,388.76800000000003,384.915
563,470.085,514.36
564,399.198,399.498
565,465.271,474.663
566,365.024,460.201
567,464.933,468.544
568,331.987,525.312
569,432.135,436.193
570,538.557,429.85699999999997
571,350.486,542.894
572,493.229,463.088
573,360.353,470.913
574,491.265,403.998
575,579.191,363.94
576,426.753,526.472
577,498.714,478.148
578,438.328,377.275
579,494.39300000000003,522.9110000000001
580,417.498,342.615
581,323.083,397.951
582,428.436,369.759
583,513.526,486.36400000000003
584,419.534,338.701
585,467.383,572.057
586,428.154,476.082
587,495.724,403.492
588,362.296,556.395
589,567.612,465.911
590,402.648,474.495
591,478.6,349.067
592,463.03,507.529
593,529.008,444.149
594,410.739,385.552
595,354.85699999999997,390.985
596,501.38800000000003,462.433
597,439.611,324.818
598,479.596,344.604
599,537.809,536.979
600,379.08,506.175
601,543.403,395.291
602,465.035,342.477
603,583.675,554.193
604,423.414,348.981
605,343.413,550.96
606,441.68,406.688
607,511.053,531.223
608,512.901,332.712
609,360.493,445.265
610,513.748,389.89
611,518.048,440.499
612,502.999,509.178
613,411.753,500.078
614,385.613,386.83
615,313.203,576.822
616,449.01800000000003,502.927
617,331.712,498.093
618,460.239,490.327
619,492.323,459.663
620,549.026,515.188
621,442.634,384.621
622,436.128,378.508
623,482.533,582.297
624,505.592,571.442
625,539.681,454.142
626,412.716,350.001
627,470.568,443.506
628,449.506,384.402
629,365.48199999999997,363.335
630,377.595,453.676
631,406.261,394.575
632,453.524,473.511
633,521.0070000000001,512.879
634,402.576,447.983
635,481.387,393.351
636,549.629,520.602
637,345.093,563.563
638,477.931,416.448
639,371.811,486.215
640,388.616,332.331
641,458.70799999999997,494.398
642,416.347,365.813
643,439.612,468.346
644,501.797,444.983
645,463.594,404.48699999999997
646,479.799,370.166
647,339.912,431.404
648,497.605,423.481
649,473.844,501.497
650,475.987,397.759
651,382.514,385.296
652,533.942,457.39300000000003
653,379.818,400.498
654,335.151,492.773
655,465.058,479.15999999999997
656,424.725,513.136
657,425.263,524.6659999999999
658,501.026,514.525
659,346.81,511.405
660,461.872,429.116
661,408.852,469.087
662,566.774,511.709
663,391.919,440.475
664,481.33299999999997,475.085
665,449.786,433.04200000000003
666,347.07,438.12
667,455.171,380.261
668,420.35,485.468
669,349.974,516.636
670,514.655,409.84
671,513.25,478.396
672,403.41,431.835
673,356.549,414.721
674,469.146,412.533
675,474.838,349.907
676,345.656,499.28499999999997
677,410.634,377.63
678,326.043,579.016
679,374.933,449.116
680,376.091,496.523
681,393.885,533.275
682,502.598,469.103
683,333.624,481.41700000000003
684,446.358,494.786
685,536.731,419.212
686,415.531,442.362
687,433.009,478.034
688,389.495,539.017
689,468.569,491.181
690,491.721,307.042
691,448.04,513.736
692,356.549,442.866
693,388.771,387.445
694,422.052,393.526
695,381.937,455.879
696,369.578,422.655
697,504.698,460.321
698,459.636,377.601
699,425.799,394.113
700,464.139,473.431
701,390.761,440.834
702,484.66,389.612
703,403.923,483.821
704,347.226,351.01
705,492.806,456.405
706,375.666,347.79200000000003
707,462.344,475.61400000000003
708,361.273,351.575
709,356.76800000000003,375.637
710,571.625,438.046
711,444.786,368.004
712,469.454,405.57
713,463.244,357.747
714,562.891,385.858
715,475.749,498.536
716,517.837,475.882
717,337.522,512.027
718,409.006,401.689
719,364.957,380.99
720,360.056,414.231
721,413.286,569.069
722,455.836,356.812
723,445.623,506.663
724,482.937,376.493
725,448.62,394.218
726,564.623,397.43
727,389.662,502.29
728,490.055,460.812
729,366.751,471.789
730,371.95799999999997,394.312
731,436.418,524.7909999999999
732,403.677,563.381
733,497.336,416.604
734,419.593,374.872
735,321.685,521.25
736,440.033,478.632
737,387.642,527.4639999999999
738,434.047,443.048
739,412.523,403.683
740,496.866,418.725
741,411.019,535.355
742,489.152,448.816
743,500.288,386.798
744,513.3389999999999,376.569
745,425.215,560.27
746,504.765,401.019
747,518.978,435.137
748,526.313,411.547
749,399.161,422.432
750,394.99,494.21500000000003
751,456.071,372.021
752,444.58,508.929
753,549.203,431.327
754,420.087,491.78
755,467.579,377.663
756,533.968,483.879
757,512.083,458.912
758,465.74,445.032
759,476.425,494.263
760,534.461,473.192
761,490.863,427.381
762,400.319,464.517
763,363.835,368.477
764,360.366,440.806
765,522.999,443.199
766,450.382,336.204
767,424.671,377.945
768,437.908,444.862
769,510.01300000000003,458.534
770,456.113,436.742
771,369.949,446.217
772,587.24,465.868
773,491.968,407.196
774,395.468,503.647
775,400.22,399.971
776,414.646,507.474
777,395.16200000000003,544.446
778,392.593,337.993
779,552.887,402.286
780,573.254,486.68399999999997
781,413.604,472.56600000000003
782,495.169,471.379
783,315.98,544.726
784,425.952,409.325
785,458.965,547.559
786,352.586,482.307
787,466.168,502.20799999999997
788,506.762,341.563
789,426.739,359.407
790,502.782,495.912
791,374.16700000000003,570.447
792,521.137,381.76
793,386.565,429.494
794,590.847,404.773
795,483.89,388.546
796,348.297,490.011
797,457.03499999999997,481.10699999999997
798,549.234,382.413
799,371.795,421.885
800,417.511,507.647
801,451.894,544.858
802,365.973,544.19
803,457.032,506.793
804,442.096,330.512
805,450.399,414.68
806,497.664,406.744
807,489.225,497.308
808,432.831,422.701
809,430.811,432.11
810,418.062,353.02
811,490.301,459.066
812,503.377,590.854
813,448.315,559.657
814,496.365,393.125
815,464.488,510.13800000000003
816,428.128,553.594
817,476.003,472.413
818,408.409,542.461
819,512.803,503.932
820,331.763,569.9449999999999
821,379.769,545.871
822,484.498,448.779
823,379.78,480.648
824,560.153,477.155
825,472.411,513.773
826,386.455,376.209
827,345.833,374.766
828,528.257,386.332
829,398.318,366.758
830,523.559,467.129
831,558.05,474.493
832,467.529,428.672
833,406.343,452.79200000000003
834,464.127,517.718
835,422.783,440.824
836,386.096,528.325
837,505.516,545.438
838,471.38599999999997,549.238
839,517.676,491.365
840,472.994,453.072
841,365.874,571.26
842,434.374,396.861
843,365.368,380.525
844,456.76,464.601
845,412.95,472.872
846,493.415,420.465
847,394.225,423.924
848,487.117,492.76
849,500.38800000000003,392.214
850,362.647,472.593
851,533.914,463.832
852,343.827,428.132
853,427.797,566.938
854,436.793,502.204
855,523.397,393.749
856,333.971,345.295
857,429.804,451.77
858,369.75,395.9
859,379.55,465.957
860,387.201,495.053
861,470.457,473.757
862,567.216,496.675
863,401.14,460.445
864,512.345,321.382
865,506.212,499.095
866,486.692,565.262
867,529.956,358.882
868,582.274,392.816
869,447.371,408.967
870,409.151,480.10699999999997
871,361.852,396.845
872,493.663,480.844
873,502.267,503.249
874,518.238,419.883
875,379.507,474.624
876,390.488,401.39300000000003
877,412.192,426.193
878,571.915,502.644
879,481.714,498.897
880,511.507,418.415
881,361.004,449.048
882,373.994,393.178
883,530.972,505.103
884,489.898,409.466
885,567.813,404.748
886,486.39,348.056
887,513.6610000000001,462.006
888,536.557,376.457
889,524.299,475.842
890,487.885,484.432
891,446.262,421.273
892,479.174,543.89
893,374.115,476.381
894,583.075,448.791
895,410.586,462.049
896,489.55,552.702
897,369.62,482.681
898,346.946,497.486
899,392.968,533.096
900,376.303,362.993
901,482.408,452.12
902,385.171,407.144
903,392.342,426.431
904,356.231,388.287
905,566.303,556.719
906,562.7909999999999,512.098
907,453.515,495.611
908,453.804,449.51
909,393.704,458.668
910,515.455,560.203
911,398.633,475.267
912,515.348,479.832
913,483.158,437.928
914,545.245,396.134
915,531.952,575.386
916,368.685,480.923
917,373.13,319.476
918,535.504,394.93
919,517.223,446.532
920,471.883,505.831
921,428.212,439.947
922,540.893,348.534
923,345.151,445.868
924,574.683,542.785
925,477.854,487.44100000000003
926,416.735,347.898
927,359.677,505.98
928,376.106,345.904
929,359.43399999999997,410.742
930,450.675,439.336
931,343.686,433.075
932,381.473,500.71500000000003
933,503.891,563.018
934,400.639,422.279
935,444.853,397.701
936,380.166,365.789
937,482.137,348.378
938,428.432,463.478
939,476.733,448.855
940,377.96,528.259
941,512.491,427.677
942,485.238,369.638
943,500.63599999999997,471.37
944,530.229,441.975
945,486.181,396.501
946,422.141,453.483
947,489.771,523.625
948,529.537,464.282
949,425.844,410.699
950,478.075,385.0
951,522.048,516.4110000000001
952,529.986,367.906
953,388.389,391.221
954,409.682,509.805
955,485.649,313.061
956,490.24,514.685
957,412.086,384.247
958,466.627,460.479
959,413.383,462.504
960,397.37,358.489
961,396.174,501.358
962,480.767,431.753
963,394.155,418.828
964,489.925,587.902
965,511.853,375.061
966,402.725,420.882
967,442.948,414.257
968,475.364,452.435
969,369.136,428.467
970,497.147,436.871
971,401.452,470.497
972,476.22,508.344
973,534.917,521.908
974,406.706,447.273
975,570.724,531.863
976,472.676,472.24
977,439.211,541.216
978,495.659,457.682
979,402.21299999999997,496.71500000000003
980,513.094,408.695
981,424.979,562.342
982,470.665,534.212
983,395.757,442.098
984,398.394,533.9
985,501.614,541.471
986,509.628,425.047
987,560.741,451.006
988,548.8050000000001,497.31
989,489.173,386.778
990,528.269,514.145
991,529.982,371.997
992,515.076,403.119
993,531.039,426.399
994,411.7,436.968
995,455.26800000000003,427.355
996,474.046,331.96
997,529.968,491.526
998,441.078,394.324
999,348.399,478.577
1000,576.823,448.703
1001,388.648,448.545
1002,436.105,391.222
1003,525.697,471.721
1004,417.019,551.259
1005,435.33,349.573
1006,448.557,350.946
1007,375.562,504.344
1008,321.922,480.655
1009,463.369,439.182
1010,405.363,505.097
1011,501.599,576.015
1012,492.723,355.731
1013,509.612,347.518
1014,443.1,408.78499999999997
1015,491.957,449.41700000000003
1016,528.403,492.87
1017,479.915,424.92
1018,411.38800000000003,433.908
1019,378.76300000000003,383.373
1020,464.788,465.468
1021,385.051,399.549
1022,522.201,338.61
1023,429.805,380.388
1024,467.386,566.001
1025,423.478,426.847
1026,501.275,372.567
1027,531.0,452.616
1028,348.987,483.749
1029,491.922,422.875
1030,493.897,490.519
1031,443.479,357.61
1032,559.597,539.175
1033,561.47,467.637
1034,339.859,508.328
1035,499.923,425.366
1036,441.038,533.955
1037,358.94,350.592
1038,524.938,495.779
1039,375.043,424.966
1040,497.086,344.051
1041,367.222,540.627
1042,443.398,446.934
1043,360.302,434.759
1044,446.395,431.575
1045,528.602,555.413
1046,401.852,424.373
1047,380.754,445.712
1048,397.18899999999996,375.787
1049,393.783,368.549
1050,437.269,527.491
1051,499.498,429.383
1052,449.266,375.185
1053,532.157,495.422
1054,507.014,412.949
1055,418.371,412.72
1056,318.083,559.354
1057,547.815,422.882
1058,537.957,532.836
1059,542.361,435.433
1060,408.362,566.018
1061,377.01,348.898
1062,361.45799999999997,390.695
1063,553.414,469.634
1064,392.278,526.387
1065,417.599,509.289
1066,457.548,537.252
1067,460.888,489.33
1068,514.31,497.469
1069,494.459,325.586
1070,520.56,350.991
1071,413.71,436.305
1072,444.928,386.256
1073,456.975,369.727
1074,463.611,402.657
1075,408.507,379.802
1076,439.53,426.70799999999997
1077,468.551,429.175
1078,505.579,531.506
1079,577.667,434.275
1080,400.062,484.575
1081,420.80899999999997,477.845
1082,469.003,460.534
1083,460.38800000000003,513.597
1084,407.472,515.853
1085,423.905,330.564
1086,374.697,502.347
1087,387.216,415.927
1088,536.39,437.546
1089,485.959,453.665
1090,376.121,422.69
1091,556.876,379.632
1092,460.301,532.043
1093,468.771,438.528
1094,513.735,361.524
1095,378.229,442.906
1096,393.625,427.87
1097,357.978,352.116
1098,471.57,512.229
1099,424.568,387.854
1100,338.492,488.593
1101,516.625,453.424
1102,569.327,550.885
1103,485.616,490.003
1104,401.38,481.384
1105,336.95,374.671
1106,548.888,439.06100000000004
1107,453.916,526.6179999999999
1108,363.486,442.37
1109,448.967,479.789
1110,461.259,360.025
1111,482.995,434.741
1112,447.642,339.6
1113,513.494,439.761
1114,508.418,396.242
1115,396.64,495.219
1116,471.598,473.281
1117,526.544,447.932
1118,415.94,343.653
1119,399.427,337.818
1120,538.099,503.497
1121,553.966,513.545
1122,406.46500000000003,459.53
1123,388.721,516.283
1124,388.365,479.387
1125,476.373,378.944
1126,533.17,395.161
1127,589.324,520.738
1128,453.475,502.892
1129,436.304,351.112
1130,539.409,347.246
1131,559.469,444.181
1132,570.622,502.414
1133,373.95,392.238
1134,584.129,429.288
1135,488.52,444.66700000000003
1136,365.764,443.26
1137,467.825,464.815
1138,444.666,441.484
1139,523.708,415.081
1140,459.427,415.987
1141,342.788,533.76
1142,566.0070000000001,446.151
1143,528.546,381.601
1144,314.75,422.532
1145,388.916,468.299
1146,459.194,572.766
1147,558.521,377.902
1148,553.851,559.486
1149,375.425,504.82
1150,341.83299999999997,518.517
1151,502.288,360.281
1152,319.921,522.917
1153,399.437,378.257
1154,489.19,478.749
1155,489.647,445.127
1156,468.584,530.685
1157,377.824,511.085
1158,432.837,423.198
1159,534.532,430.503
1160,423.653,345.221
1161,558.804,480.78
1162,402.793,406.954
1163,460.025,438.608
1164,554.382,509.963
1165,496.554,361.443
1166,534.594,345.243
1167,344.981,438.03
1168,456.981,537.497
1169,385.556,448.51800000000003
1170,433.819,565.0550000000001
1171,458.798,567.947
1172,489.508,460.692
1173,416.457,514.238
1174,485.29,370.581
1175,443.181,339.662
1176,496.423,548.322
1177,383.502,342.645
1178,440.709,488.432
1179,489.693,379.845
1180,555.721,350.289
1181,461.663,375.636
1182,528.01,376.51
1183,441.788,423.428
1184,530.035,433.697
1185,495.842,381.169
1186,380.593,509.341
1187,531.679,482.277
1188,493.445,434.077
1189,506.39,405.645
1190,400.796,391.094
1191,507.003,424.252
1192,495.404,325.621
1193,477.185,496.521
1194,563.776,335.645
1195,483.812,451.025
1196,517.097,390.485
1197,536.249,458.048
1198,434.796,402.044
1199,468.512,388.93
1200,486.814,387.435
1201,330.065,483.085
1202,551.691,427.656
1203,414.73199999999997,391.108
1204,460.173,318.843
1205,410.696,553.725
1206,462.85699999999997,385.539
1207,464.691,389.812
1208,426.615,434.082
1209,408.308,504.27
1210,405.933,464.276
1211,504.688,456.29
1212,489.569,448.672
1213,479.493,453.411
1214,359.439,448.496
1215,508.19100000000003,372.965
1216,470.971,385.846
1217,429.849,323.748
1218,375.803,447.397
1219,448.657,421.65
1220,351.045,564.578
1221,445.432,408.703
1222,456.439,489.975
1223,366.085,470.785
1224,407.766,460.123
1225,358.981,427.824
1226,419.382,552.218
1227,536.889,309.458
1228,383.918,489.567
1229,346.17,355.829
1230,370.888,373.598
1231,475.529,472.444
1232,467.86199999999997,327.819
1233,512.883,398.108
1234,431.747,496.614
1235,463.764,444.799
1236,351.289,512.466
1237,491.36,486.856
1238,598.599,496.457
1239,541.025,414.884
1240,536.85,491.197
1241,555.2139999999999,383.771
1242,449.288,337.781
1243,338.221,527.182
1244,520.903,392.652
1245,502.466,411.553
1246,548.401,535.135
1247,364.57,504.85699999999997
1248,444.102,368.383
1249,402.883,334.153
1250,411.455,530.592
1251,466.086,494.421
1252,457.961,453.798
1253,502.207,461.963
1254,323.563,442.282
1255,457.692,578.7570000000001
1256,332.524,484.244
1257,441.637,443.022
1258,496.009,436.462
1259,439.261,509.725
1260,391.156,502.055
1261,438.03700000000003,455.911
1262,536.063,384.483
1263,404.743,444.39300000000003
1264,459.703,492.527
1265,407.557,408.508
1266,393.802,415.655
1267,531.638,388.567
1268,534.854,492.655
1269,383.092,528.576
1270,495.12,456.876
1271,402.726,497.215
1272,312.598,471.255
1273,435.731,338.297
1274,571.899,463.214
1275,430.45,517.765
1276,385.44100000000003,516.152
1277,516.295,479.478
1278,445.222,522.777
1279,409.865,520.322
1280,467.449,501.549
1281,470.813,381.299
1282,326.103,466.102
1283,459.163,545.288
1284,413.332,390.379
1285,498.274,505.758
1286,380.242,477.595
1287,360.216,555.517
1288,530.74,406.26099999999997
1289,589.925,404.924
1290,455.877,531.794
1291,476.54,348.41700000000003
1292,463.789,554.534
1293,570.722,464.72
1294,451.834,515.621
1295,376.61400000000003,377.40999999999997
1296,401.721,422.51800000000003
1297,445.279,538.54
1298,512.8,384.593
1299,480.803,338.182
1300,334.952,478.071
1301,392.039,564.22
1302,367.972,459.428
1303,459.719,403.398
1304,325.979,482.379
